,title,link,pre_text,firm,id,date
1013,6.27 보고 느낀 점.,https://www.teamblind.com/kr/post/627-%EB%B3%B4%EA%B3%A0-%EB%8A%90%EB%82%80-%EC%A0%90-xzivpfev,매 정권마다 할 수 있었는데 다들 뭉개고 있었음.,한국인터넷진흥원 , 몸*********,2025-07-02
1014,문재인 규제랑 똑같다는애들은 진짜 현금부자들이 다 끌어올린거라 생각하나,https://www.teamblind.com/kr/post/%EB%AC%B8%EC%9E%AC%EC%9D%B8-%EA%B7%9C%EC%A0%9C%EB%9E%91-%EB%98%91%EA%B0%99%EB%8B%A4%EB%8A%94%EC%95%A0%EB%93%A4%EC%9D%80-%EC%A7%84%EC%A7%9C-%ED%98%84%EA%B8%88%EB%B6%80%EC%9E%90%EB%93%A4%EC%9D%B4-%EB%8B%A4-%EB%81%8C%EC%96%B4%EC%98%AC%EB%A6%B0%EA%B1%B0%EB%9D%BC-%EC%83%9D%EA%B0%81%ED%95%98%EB%82%98-4pbxaem4,신용대출 2퍼초반으로 연소득 2.5배까지 내줌 코로나로 자영업자들 다 망하기 직전이라 사업자대출 퍼줘서 개인사업자 내고 그돈으로 집사는거 유행함 친족간 증여한도 내 차용 유행함 p2p 대출이라는 해괴한것까지 유행함 임대차2법으로 전세가 폭등해서 갭투 매우 하기 좋음 위방법들을 다 콤바인해서 사던게 저시기인데 지금은 다막음 아무리 유동성이 시장에 풀려도 그게 현금화될라면 한참걸리는데 당장 대출이안나오면 투입할 유동성이 없다구 ㅠㅠ dsr잘맞춰서 한도내에 사고 꼬박꼬박 갚아나가는애들이 문제가 아니야 후순위 주담대 갭투 풀신용 갭,LG CNS , f*******,2025-07-02
1015,오늘은 유독 폭락글이 많은데,https://www.teamblind.com/kr/post/%EC%98%A4%EB%8A%98%EC%9D%80-%EC%9C%A0%EB%8F%85-%ED%8F%AD%EB%9D%BD%EA%B8%80%EC%9D%B4-%EB%A7%8E%EC%9D%80%EB%8D%B0-bdqgxthx,하루 사이에 뭐가 나오거나 매물가가 많이 떨어졌나요? 오늘 바빠서 특별히 찾아보진 못했는데,HL만도 , !*********,2025-07-02
1016,오늘은 유독 폭락글이 많은데,https://www.teamblind.com/kr/post/%EC%98%A4%EB%8A%98%EC%9D%80-%EC%9C%A0%EB%8F%85-%ED%8F%AD%EB%9D%BD%EA%B8%80%EC%9D%B4-%EB%A7%8E%EC%9D%80%EB%8D%B0-bdqgxthx,하루 사이에 뭐가 나오거나 매물가가 많이 떨어졌나요? 오늘 바빠서 특별히 찾아보진 못했는데,HL만도 , !*********,2025-07-02
1017,버팀목 전세대출,https://www.teamblind.com/kr/post/%EB%B2%84%ED%8C%80%EB%AA%A9-%EC%A0%84%EC%84%B8%EB%8C%80%EC%B6%9C-0a11s5li,4월에 대출받고 들어와서 사는데 전세대출도 규제 들어가면 대출 연장할 때 금액이 달라져?,새회사 , L*****,2025-07-02
1018,영끌이들 악에 바쳐서,https://www.teamblind.com/kr/post/%EC%98%81%EB%81%8C%EC%9D%B4%EB%93%A4-%EC%95%85%EC%97%90-%EB%B0%94%EC%B3%90%EC%84%9C-t538wvao,"글쓰는거보니 재밌당,,,, 누가 1번찍으라고 칼들고 협박함? ㅇㅅㅇ",새회사 , l********,2025-07-02
1019,주담대 6억이 쎄긴 쎄네,https://www.teamblind.com/kr/post/%EC%A3%BC%EB%8B%B4%EB%8C%80-6%EC%96%B5%EC%9D%B4-%EC%8E%84%EA%B8%B4-%EC%8E%84%EB%84%A4-32robwcm,가계부채가 나라 망하게 한다. 불과 21 22 23년도에 보지 않았냐 이제는 관리해야 할 듯,하나은행 , 1*********,2025-07-02
1020,위반건축물 월세 별론가요?,https://www.teamblind.com/kr/post/%EC%9C%84%EB%B0%98%EA%B1%B4%EC%B6%95%EB%AC%BC-%EC%9B%94%EC%84%B8-%EB%B3%84%EB%A1%A0%EA%B0%80%EC%9A%94-71ju6jrv,"5000에 120이고, 전용부 표제부 위반건축물이래요 부동산에서 뭐가 위반인지는 안알려주는데 법인사업자고, 융자도 60퍼밖에 안된다는데 믿을만한건가요? 위치는 삼성동이고 9평 빌라에요",스타트업 , e********,2025-07-02
1021,대박 매물,https://www.teamblind.com/kr/post/%EB%8C%80%EB%B0%95-%EB%A7%A4%EB%AC%BC-fkkwsmma,ㅁㅊ 이거 왜 안삼? 누가 주워가나 얼마전에 리센츠 25평 30억에 팔렸다고 받) 했자나,HL만도 , q********,2025-07-02
1022,"3040대출 영끌의 참혹한 결말
투표",https://www.teamblind.com/kr/post/3040%EB%8C%80%EC%B6%9C-%EC%98%81%EB%81%8C%EC%9D%98-%EC%B0%B8%ED%98%B9%ED%95%9C-%EA%B2%B0%EB%A7%90-v6mkuixv,진짜 파멸적 대폭락 시작?,NCSOFT , l********,2025-07-02
1023,점유개정 전세퇴거자금대출 안나오나요??,https://www.teamblind.com/kr/post/%EC%A0%90%EC%9C%A0%EA%B0%9C%EC%A0%95-%EC%A0%84%EC%84%B8%ED%87%B4%EA%B1%B0%EC%9E%90%EA%B8%88%EB%8C%80%EC%B6%9C-%EC%95%88%EB%82%98%EC%98%A4%EB%82%98%EC%9A%94-3q68zf7a,"5월 초 갭투자 매물 매매계약, 전세임대차계약서 작성 (매수매도 점유개정, 전세 임대차계약일은 잔금일) 7월 중 잔금 전세퇴거자금 대출 1억이상 안나오나요?? ㄷㄷ 오또케 ㅠ",CJ제일제당 , l****,2025-07-02
1024,부동산 가지고 싸우지 말고,https://www.teamblind.com/kr/post/%EB%B6%80%EB%8F%99%EC%82%B0-%EA%B0%80%EC%A7%80%EA%B3%A0-%EC%8B%B8%EC%9A%B0%EC%A7%80-%EB%A7%90%EA%B3%A0-s1rj4dzz,https://www.youtube.com/watch?v=O6MiU2rdjaQ 이상우만 보세요. 다른 사람 볼 필요 없어요. 이상우 말만 들었어도 인생 폈습니다.,키밸브기술 , !*****,2025-07-02
1025,엣헴 블라에서 자산 자랑 한번 해볼까,https://www.teamblind.com/kr/post/%EC%97%A3%ED%97%B4-%EB%B8%94%EB%9D%BC%EC%97%90%EC%84%9C-%EC%9E%90%EC%82%B0-%EC%9E%90%EB%9E%91-%ED%95%9C%EB%B2%88-%ED%95%B4%EB%B3%BC%EA%B9%8C-bimrsnxy,팔지도 못하는 집 한채 수십년 대출껴서 사서 평생 갚음 민주당 뽑고 집값 폭등시키면 아가리 호가 보고 나는 부자라고 정신승리 중 실실 쪼개면서 아파트 호가창 스크린샷 캡쳐 야무지게 하고 블라에 올려서 셀프최면 중 근데 한채밖에 없어서 어디 갈데 없어서 그거팔진 못하고 세금은 곱절로 내는데 나간 돈만 더 많아졌지만 어쨌든 내 마음에 활기가 돌았으니까 부동산경제학 완성임 죽을때까지 민주당 뽑음 꼬우면 폭락이임ㅅㄱ,국가철도공단 , 영***,2025-07-02
1026,집값 상승은 주거 불안정을 넘어서 인생 불안정,https://www.teamblind.com/kr/post/%EC%A7%91%EA%B0%92-%EC%83%81%EC%8A%B9%EC%9D%80-%EC%A3%BC%EA%B1%B0-%EB%B6%88%EC%95%88%EC%A0%95%EC%9D%84-%EB%84%98%EC%96%B4%EC%84%9C-%EC%9D%B8%EC%83%9D-%EB%B6%88%EC%95%88%EC%A0%95-5jwispks,니들이 딱 그렇잖아 불안정하지 않다면 조급해하지도 영끌하지도 않았겠지 그렇게 조급하게 사서 또 불안정하고 계속 반복 아니겠니? 그 불안 끊지 않으면 니들 죽을때까지 자녀에게 까지 대물림 될거다.,새회사 , l*********,2025-07-02
1027,그냥 지켜보자,https://www.teamblind.com/kr/post/%EA%B7%B8%EB%83%A5-%EC%A7%80%EC%BC%9C%EB%B3%B4%EC%9E%90-whvkq2zs,"규제 쉽게 철회할 거 같지도 않고 모든 건 세금을 걷기 위한 빌드업이고 전국민 관심도 급상승했고 앞으로 5년, 세계적으로도 그렇지만 대한민국도 엄청 바뀔 듯",NCSOFT , i*********,2025-07-02
1028,"신용대출 두 개중에 뭐 땡겨야할까?
투표",https://www.teamblind.com/kr/post/%EC%8B%A0%EC%9A%A9%EB%8C%80%EC%B6%9C-%EB%91%90-%EA%B0%9C%EC%A4%91%EC%97%90-%EB%AD%90-%EB%95%A1%EA%B2%A8%EC%95%BC%ED%95%A0%EA%B9%8C-2yp6jy3k,"발품 팔아보니까 두 가지 조건이 괜찮던데 뭐 받을까? [1번] 3.38% (8천만원, 6개월 변동, 1년 만기상환) [2번] 4.11% (1억원, 1년 변동, 10년 원리금균등) * 무주택이고 올 하반기 급매, 갭투 노릴 생각도 있음 당연히 금리싼거일수도 있지만 주담대 풀받을 생각하고 Dsr생각해서 2번 골라야 하는건가?",현대제철 , 모***,2025-07-02
1029,"실패하면 하우스푸어, 성공하면 로또아닙니까?",https://www.teamblind.com/kr/post/%EC%8B%A4%ED%8C%A8%ED%95%98%EB%A9%B4-%ED%95%98%EC%9A%B0%EC%8A%A4%ED%91%B8%EC%96%B4-%EC%84%B1%EA%B3%B5%ED%95%98%EB%A9%B4-%EB%A1%9C%EB%98%90%EC%95%84%EB%8B%99%EB%8B%88%EA%B9%8C-jb5f1qkc,목숨걸고 한번 배팅 할만 하지 않습니까? 참담한 세후 연봉에 비루한 삶인데 인생 역전 할 방법이 계속 더 비싼 곳 갈아타기 하면서 빚으로 자산늘리는게 유일한 필살기였는데 이제 딱 외통수에 걸려버렸네 도박은 모두 잃기전에는 끊기 힘들지 아멘!!~~~,새회사 , I*********,2025-07-02
1030,근저당권자 서울우유협동조합이면 안전하려나?,https://www.teamblind.com/kr/post/%EA%B7%BC%EC%A0%80%EB%8B%B9%EA%B6%8C%EC%9E%90-%EC%84%9C%EC%9A%B8%EC%9A%B0%EC%9C%A0%ED%98%91%EB%8F%99%EC%A1%B0%ED%95%A9%EC%9D%B4%EB%A9%B4-%EC%95%88%EC%A0%84%ED%95%98%EB%A0%A4%EB%82%98-s22o4lus,.,분당서울대병원 , P*****,2025-07-02
1031,영끌은 사실 부자들의 상속세 절감 창구 중 하나 아니었나??,https://www.teamblind.com/kr/post/%EC%98%81%EB%81%8C%EC%9D%80-%EC%82%AC%EC%8B%A4-%EB%B6%80%EC%9E%90%EB%93%A4%EC%9D%98-%EC%83%81%EC%86%8D%EC%84%B8-%EC%A0%88%EA%B0%90-%EC%B0%BD%EA%B5%AC-%EC%A4%91-%ED%95%98%EB%82%98-%EC%95%84%EB%8B%88%EC%97%88%EB%82%98-vviigqbj,"영끌해서 엄마 아빠돈으로 생활비하고, 버는 돈 그대로 대출금 갚으면 상속세도 안내고, 대출 갚으니까 연말정산도 받고 꿩먹고 알먹고였는데 이제 6억밖에 안되네 쩝...",키밸브기술 , !*****,2025-07-02
1032,부동산 투자/투기/주택가격 상승이 왜 주거불안정으로 이어져?,https://www.teamblind.com/kr/post/%EB%B6%80%EB%8F%99%EC%82%B0-%ED%88%AC%EC%9E%90%ED%88%AC%EA%B8%B0%EC%A3%BC%ED%83%9D%EA%B0%80%EA%B2%A9-%EC%83%81%EC%8A%B9%EC%9D%B4-%EC%99%9C-%EC%A3%BC%EA%B1%B0%EB%B6%88%EC%95%88%EC%A0%95%EC%9C%BC%EB%A1%9C-%EC%9D%B4%EC%96%B4%EC%A0%B8-iy52cpf3,순수하게 궁금해서 질문올림 투자/투기수요는 실거주가 아니니 임대물건 나와서 임대수요 공급되고 자가 한채 들고있던 사람도 그대로 살면 될텐데..? 오히려 실거주자만 집 살수있게하면 기존 임차인은 쫓겨나는게 아님?? 주거안정의 끝단은 결국 후커우 제도 아닌가;,DB증권 , 불*****,2025-07-02
1033,규제 효과가 좋네?,https://www.teamblind.com/kr/post/%EA%B7%9C%EC%A0%9C-%ED%9A%A8%EA%B3%BC%EA%B0%80-%EC%A2%8B%EB%84%A4-zsvgxg6v,하 ㅉ 개싫은데 ㅅㅂ 쟤가 하는대로 되어버리면 우리 부모님도 뒷목잡고 쓰러짐,HL만도 , q********,2025-07-02
1034,상급지 현실,https://www.teamblind.com/kr/post/%EC%83%81%EA%B8%89%EC%A7%80-%ED%98%84%EC%8B%A4-5jcdianc,계약취소 건 있었음 부동사 사장님이 계좌놓친 사람한테 연락한 후 가계약 성사.. 사장님 왈 매물이 없어 이 동네는 현금 많은 사람들이 사서 규제 상관없어 폭락이들 소설과 달리 현실임 ㅋㅋ 마포같이 영끌들 가능한 곳 아님 토허제 한정,대한항공 , n******,2025-07-02
1035,저소득층들한테는 문재인 최저시급 인상이 독약이었지,https://www.teamblind.com/kr/post/%EC%A0%80%EC%86%8C%EB%93%9D%EC%B8%B5%EB%93%A4%ED%95%9C%ED%85%8C%EB%8A%94-%EB%AC%B8%EC%9E%AC%EC%9D%B8-%EC%B5%9C%EC%A0%80%EC%8B%9C%EA%B8%89-%EC%9D%B8%EC%83%81%EC%9D%B4-%EB%8F%85%EC%95%BD%EC%9D%B4%EC%97%88%EC%A7%80-vggcbtmn,시급 6천원 받던 인생.... 9천원 됐다고 좋아했지 자기인생 망해가는거 모르고 ...ㅋㅋ 대기업 연봉들은 훨씬 더 오르고 2억에 전세살던 세살이 3억~4억가고 ㅋㅋ 퇴근하고 먹던 5천원짜리 국밥이 9천원 되고 ㅋㅋ 근데도 좋다고 우리 서민을 생각하는 문통님 이러고 있는거 보면 진짜 불쌍 ㅋㅋ,키밸브기술 , !*****,2025-07-02
1036,지금 상태에서 보유세 때리면,https://www.teamblind.com/kr/post/%EC%A7%80%EA%B8%88-%EC%83%81%ED%83%9C%EC%97%90%EC%84%9C-%EB%B3%B4%EC%9C%A0%EC%84%B8-%EB%95%8C%EB%A6%AC%EB%A9%B4-83z0u542,집값 잡힐거 같긴 한데 사실 집값 잡는게 목표가 아니니 때릴거 같지가 않다 호가 기준으로 시세 메기고 보유세 때리면 호가 쭉쭉 빠질듯??,ex-유라코퍼레이션 , 회*****,2025-07-02
1037,지금 상태에서 보유세 때리면,https://www.teamblind.com/kr/post/%EC%A7%80%EA%B8%88-%EC%83%81%ED%83%9C%EC%97%90%EC%84%9C-%EB%B3%B4%EC%9C%A0%EC%84%B8-%EB%95%8C%EB%A6%AC%EB%A9%B4-83z0u542,집값 잡힐거 같긴 한데 사실 집값 잡는게 목표가 아니니 때릴거 같지가 않다 호가 기준으로 시세 메기고 보유세 때리면 호가 쭉쭉 빠질듯??,ex-유라코퍼레이션 , 회*****,2025-07-02
1038,부동산 유튜버 대부분 상방은 막혔다고 보네,https://www.teamblind.com/kr/post/%EB%B6%80%EB%8F%99%EC%82%B0-%EC%9C%A0%ED%8A%9C%EB%B2%84-%EB%8C%80%EB%B6%80%EB%B6%84-%EC%83%81%EB%B0%A9%EC%9D%80-%EB%A7%89%ED%98%94%EB%8B%A4%EA%B3%A0-%EB%B3%B4%EB%84%A4-hdx78vya,폭등이 폭락이 가리지 않고 상방 막혔다는 관점은 다 일치하네,공무원 , I*********,2025-07-02
1039,주담대 얼마내야할까,https://www.teamblind.com/kr/post/%EC%A3%BC%EB%8B%B4%EB%8C%80-%EC%96%BC%EB%A7%88%EB%82%B4%EC%95%BC%ED%95%A0%EA%B9%8C-e4jatamn,6억 풀로내긴 어려울거같은데 내년 전세만기쯤되면 전세금합쳐서 현금 6.8억정도되고 합산 월실수령은 한 750정도될거같은데(사내대출 있음) 6억풀로 받긴 좀 그렇지? 출산휴가 육아휴직 쓰고하면 실수령도 줄어들텐데,SK텔레콤 , a******,2025-07-02
1040,근데 진짜 규제 절묘하게 잘 때리지 않음?,https://www.teamblind.com/kr/post/%EA%B7%BC%EB%8D%B0-%EC%A7%84%EC%A7%9C-%EA%B7%9C%EC%A0%9C-%EC%A0%88%EB%AC%98%ED%95%98%EA%B2%8C-%EC%9E%98-%EB%95%8C%EB%A6%AC%EC%A7%80-%EC%95%8A%EC%9D%8C-ak7e2sz1,부동산 잡겠다고 이 갈고 온게 느껴지네 규제=폭등 민주당=폭등 무새들 보란듯이 뒷통수 후려갈기는 규제네 ㄷㄷ 재매이햄은 진짜 한다니까?,삼성의료원 , A****,2025-07-02
1041,2026년 다시 유행할 단어,https://www.teamblind.com/kr/post/2026%EB%85%84-%EB%8B%A4%EC%8B%9C-%EC%9C%A0%ED%96%89%ED%95%A0-%EB%8B%A8%EC%96%B4-cgluyweb,하우스푸어.,국민은행 , L***,2025-07-02
1042,과거 정책을 살펴보자,https://www.teamblind.com/kr/post/%EA%B3%BC%EA%B1%B0-%EC%A0%95%EC%B1%85%EC%9D%84-%EC%82%B4%ED%8E%B4%EB%B3%B4%EC%9E%90-8gzhj3we,문재인이 대출규제 및 15억 대출금지 시행했을 때 집값이 떨어졌나요? 토허제 재지정 때 집값이 떨어졌나요? 재지정 후 풍선효과가 없었나요? 과거의 사례를 볼 때 이번에는 다를꺼라 생각하시나요?,새회사 , 꿀****,2025-07-02
1043,전세사라진다고 월세 폭등한다는게 말이 됨?,https://www.teamblind.com/kr/post/%EC%A0%84%EC%84%B8%EC%82%AC%EB%9D%BC%EC%A7%84%EB%8B%A4%EA%B3%A0-%EC%9B%94%EC%84%B8-%ED%8F%AD%EB%93%B1%ED%95%9C%EB%8B%A4%EB%8A%94%EA%B2%8C-%EB%A7%90%EC%9D%B4-%EB%90%A8-wfttjdwq,"전세가 사라지고 월세화 된다고 해서 투룸 오피스텔 300씩 받는게 맞다고 생각하면 애초에 건설사들이 집 안팔고 지들이 지어서 월세받는단다.. 월세는 상향되더라도, 그 상향폭은 정해져있을거고 전세가 사라지면 아파트 공화국인 나라에 보유세 낮은 나라라서 100%확신하건데,월세상승은 있어도 폭등은 절대 없을것이다.. 애초에 한국인들이 300씩 내면서 아파트 살까 아니면 주변 80만원짜리 작은 오피스텔 살면서 애를 안낳을까? 우즈벡이나 뭔 독일 이런데하고 비교하는 사람들 보면 1. 보유세가 매우 높거나 2. 인건비가 매우 높거나(관리",SK하이닉스 , I*********,2025-07-02
1044,ㅋㅋㅋㅋ 진짜 웃기네,https://www.teamblind.com/kr/post/%E3%85%8B%E3%85%8B%E3%85%8B%E3%85%8B-%EC%A7%84%EC%A7%9C-%EC%9B%83%EA%B8%B0%EB%84%A4-xxtxss0x,똘한채니 머니하면서 투자 목적 90 실거주 10인데 원래 실거주가 목적인척하는게 참 귀엽고 웃김,HL만도 , 도**,2025-07-02
1045,지방 기회?존버?,https://www.teamblind.com/kr/post/%EC%A7%80%EB%B0%A9-%EA%B8%B0%ED%9A%8C%EC%A1%B4%EB%B2%84-vvra1zad,매매 지금이 기회야? 아니면 존버? 존버 했다가 외곽 주택들이 오히려 6억까지 맞춰질까 봐 겁나네,새회사 , H*****,2025-07-02
1046,어제 갭투자 완전히 막힌건 아니라고 글썼는데 반성합니다.,https://www.teamblind.com/kr/post/%EC%96%B4%EC%A0%9C-%EA%B0%AD%ED%88%AC%EC%9E%90-%EC%99%84%EC%A0%84%ED%9E%88-%EB%A7%89%ED%9E%8C%EA%B1%B4-%EC%95%84%EB%8B%88%EB%9D%BC%EA%B3%A0-%EA%B8%80%EC%8D%BC%EB%8A%94%EB%8D%B0-%EB%B0%98%EC%84%B1%ED%95%A9%EB%8B%88%EB%8B%A4-hsiss2gf,세낀 매물은 갭투자 가능하다고 글 썼는데 오늘 발표보니 세낀 매물도 갭투 불가네요 죄송요!!,현대자동차 , z*******,2025-07-02
1047,주택 수요가 얼마나 많은거야?,https://www.teamblind.com/kr/post/%EC%A3%BC%ED%83%9D-%EC%88%98%EC%9A%94%EA%B0%80-%EC%96%BC%EB%A7%88%EB%82%98-%EB%A7%8E%EC%9D%80%EA%B1%B0%EC%95%BC-1i8nhznq,부모님한테서 독립하거나 결혼하면서 매수하거나 신규 진입은 이 정도 아닌가? 그러고 나면 이직 때문에 갈아타기 하거나 돈 좀 모아서 갈아타기 하는 수요가 전부 일 것 같은데 여기다 투자 수요까지 합쳐지면 어마어마 해지는 건가? 어떤 상황들이 수요를 만드는 거야? 부린이 에게 지식을 나눠줘,LIG넥스원 , l*********,2025-07-02
1048,이번에 노도강 금관구 사려는 사람 많지 ?!!,https://www.teamblind.com/kr/post/%EC%9D%B4%EB%B2%88%EC%97%90-%EB%85%B8%EB%8F%84%EA%B0%95-%EA%B8%88%EA%B4%80%EA%B5%AC-%EC%82%AC%EB%A0%A4%EB%8A%94-%EC%82%AC%EB%9E%8C-%EB%A7%8E%EC%A7%80-lcjw3v3g,이번 규제로 온통 노도강 금관구 집값 들썩인다고 하고 노도강 금관구 집주인들 씨익 웃는다고 하네 !! 10억넘는 집 보던 무주택자들이 이번 규제로 노도강 금관구 집 사준다는건데 이거 진짜에요?!,한국전력공사 , 머***,2025-07-02
1049,보금자리론 걱정이다 ㅠㅠ,https://www.teamblind.com/kr/post/%EB%B3%B4%EA%B8%88%EC%9E%90%EB%A6%AC%EB%A1%A0-%EA%B1%B1%EC%A0%95%EC%9D%B4%EB%8B%A4-%E3%85%A0%E3%85%A0-o6y0wk4s,6월 중순에 가계약 체결 이번주 토요일 계약서 쓰러감... 매도인들은 자기들 집 못구했고 가계약서상 잔금 10월말로 나와있다고 그전에는 집 못뺀다고 하고 ㅠㅠ 통상 대출은 60일전에 신청해야한다고해서 그럼 최대한 빨리 신청할 수 있는게 8월말인데 하 그전에 한도줄어들거나 dsr규제들어오면 난리나는데 보금자리론 8월말전에 규제 들어올거같아??ㅠㅠ,국민연금공단 , 집*****,2025-07-02
1050,블라인드 부동산 사람들을 파악했다,https://www.teamblind.com/kr/post/%EB%B8%94%EB%9D%BC%EC%9D%B8%EB%93%9C-%EB%B6%80%EB%8F%99%EC%82%B0-%EC%82%AC%EB%9E%8C%EB%93%A4%EC%9D%84-%ED%8C%8C%EC%95%85%ED%96%88%EB%8B%A4-lzdt8814,"서초에 구축 갖고있는데, 우리집만 해도 1년만에 50%가 올랐음ㅋㅋ 재건축 할 때까지 나갈 것도 아니고, 인프라 만족하며 살고 있어서 떨어져도 크게 신경 안씀 조정은 당연한거고, 많으면 한 20%는 조정오려나? 그쯤까지는 별 타격이 없는... 30% 조정오면, 1년간 상승분 다 반납하니까 거기까진 안 갈 것 같고ㅎㅎ 근데 여기서 조정오는거에 긁히는 사람들은, 조정 20%가 크리티컬 하겠지 본인 지역은 안올랐고 이상한 입지니까.. 여기 사람들 대부분이 대기업에, 경기권에 있어서 그런가.. 경기 남부권 집주인들이라 그런가 아니면,",기아 , q*****,2025-07-02
1051,"재건축집주인들 날벼락..이주, 입주 돈줄 모두 막혀",https://www.teamblind.com/kr/post/%EC%9E%AC%EA%B1%B4%EC%B6%95%EC%A7%91%EC%A3%BC%EC%9D%B8%EB%93%A4-%EB%82%A0%EB%B2%BC%EB%9D%BD%EC%9D%B4%EC%A3%BC-%EC%9E%85%EC%A3%BC-%EB%8F%88%EC%A4%84-%EB%AA%A8%EB%91%90-%EB%A7%89%ED%98%80-kmzzxukc,이주 나가서 대체주택 양도세 면제 꿀이었는데 이제 못 사네 입주때는 잔금은 어떻게 치루나..,새회사 , |*******,2025-07-02
1052,의외로 아무데나 눈치없이 끼기 좋아하는,https://www.teamblind.com/kr/post/%EC%9D%98%EC%99%B8%EB%A1%9C-%EC%95%84%EB%AC%B4%EB%8D%B0%EB%82%98-%EB%88%88%EC%B9%98%EC%97%86%EC%9D%B4-%EB%81%BC%EA%B8%B0-%EC%A2%8B%EC%95%84%ED%95%98%EB%8A%94-hpvows25,이 놈들은 언론이고 사람들이고 DSR이니 LTV니 DTI니 하는데 가만히 있는게 신기함,서울특별시 , l*********,2025-07-02
1053,6억이상 규제가 나온건,https://www.teamblind.com/kr/post/6%EC%96%B5%EC%9D%B4%EC%83%81-%EA%B7%9C%EC%A0%9C%EA%B0%80-%EB%82%98%EC%98%A8%EA%B1%B4-e2vykau3,DSR 강화가 어쩌구 스트레스 DSR이 어쩌구... 지루하고 현학적임 수도권 6억이상 대출 안해줌 ㅅㄱ 1찍: 아싸 폭락! 도박충 영끌이들 꼴좋다!,삼성전자 , i********,2025-07-02
1054,불과 3달전에 토허제 빔이네 어쩌네 해놓고 이제와서 또그래? ㅋㅋㅋ,https://www.teamblind.com/kr/post/%EB%B6%88%EA%B3%BC-3%EB%8B%AC%EC%A0%84%EC%97%90-%ED%86%A0%ED%97%88%EC%A0%9C-%EB%B9%94%EC%9D%B4%EB%84%A4-%EC%96%B4%EC%A9%8C%EB%84%A4-%ED%95%B4%EB%86%93%EA%B3%A0-%EC%9D%B4%EC%A0%9C%EC%99%80%EC%84%9C-%EB%98%90%EA%B7%B8%EB%9E%98-%E3%85%8B%E3%85%8B%E3%85%8B-ys1qhsv3,토허제 재지정 되고 강남3구 다 폭락한다 하고 풍선효과는 없고 마포성동이 가장 피해가 클것이라 하고 근데 강남3구 마용성 최근 3개월동안 얼마나 올랐더라? ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 떨어진다는 예측은 왜 항상 틀리는거야?,롯데정밀화학 , i********,2025-07-02
1055,풍선효과로 노도강 하급지 안 오른다 꿈깨라,https://www.teamblind.com/kr/post/%ED%92%8D%EC%84%A0%ED%9A%A8%EA%B3%BC%EB%A1%9C-%EB%85%B8%EB%8F%84%EA%B0%95-%ED%95%98%EA%B8%89%EC%A7%80-%EC%95%88-%EC%98%A4%EB%A5%B8%EB%8B%A4-%EA%BF%88%EA%B9%A8%EB%9D%BC-0cztnbxw,1) 누구나 그렇게 생각하면 절대 그렇게 안 된다. 2) 이미 21년 불장 때 하급지가 폭등하면 거품의 막바지라는 것을 모두 경험함 3) 이후 3년 이상을 질질 싸면서 전고점 못 넘은 것을 모두 경험함 4) 이번에도 오를지언정 그 이후의 끝은 폭락이란 것을 사람들이 경험했는데 누가 섣불리 사겠냐?? 5) 이번 코인 불장에서 비트코인만 오르고 나머지 알트는 깨작 오른 것에 그친 것도 비슷한 심리 현상임 6) 코인은 단타로 치고 빠지기라도 되지 부동산은 그것도 안됨 7) 따라서 광기어린 무지성 하급지 상승이 반복될 가능성은,공무원 , j********,2025-07-02
1056,대출규제는 중산층 죽이기인데 왜 좋아하지?ㅋㅋ,https://www.teamblind.com/kr/post/%EB%8C%80%EC%B6%9C%EA%B7%9C%EC%A0%9C%EB%8A%94-%EC%A4%91%EC%82%B0%EC%B8%B5-%EC%A3%BD%EC%9D%B4%EA%B8%B0%EC%9D%B8%EB%8D%B0-%EC%99%9C-%EC%A2%8B%EC%95%84%ED%95%98%EC%A7%80%E3%85%8B%E3%85%8B-64aw2qnb,민주당 지지자들 중산층 아니었어?ㅋㅋ 자기 사다리 끊어놔도 좋다고 하네ㅋㅋ,DB손해보험 , g******,2025-07-02
1057,집주인 바뀌면 전세반환대출 한도 1억,https://www.teamblind.com/kr/post/%EC%A7%91%EC%A3%BC%EC%9D%B8-%EB%B0%94%EB%80%8C%EB%A9%B4-%EC%A0%84%EC%84%B8%EB%B0%98%ED%99%98%EB%8C%80%EC%B6%9C-%ED%95%9C%EB%8F%84-1%EC%96%B5-anof81la,"https://mkbn.mk.co.kr/m/news/realestate/11357070 임차인 승계 매매한 아파트 집주인 실거주 목적일때도 보증금 반환대출 최대 1억 당초 6·27 대출 규제가 나왔을 당시 임차인 승계 매매도 전세퇴거자금대출이 1억원으로 제한되는지에 대한 의문이 제기됐다. 임대인이 바뀌지만 임차인은 그대로이므로 6월 27일 이전에 임대차 계약이 체결된 걸로 봐서 종전 규정을 적용할지, 아니면 새로운 임대인과의 계약으로 볼지가 명확하지 않아서다. 그러나 금융당국에서 승계 매매 역시 '새로운 계약'으로 보겠다는 방침을",현대자동차 , i*******,2025-07-02
